x             y
588813.8125   6137242
588831.4370   6137217.5
588845.5      6137271.5
588813.8125   6137242
588831.4370   6137217.5
588845.5      6137271.5
588813.8125   6137242
588831.4370   6137217.5
588845.5      6137271.5
588813.8125   6137242
588831.4370   6137217.5
588845.5      6137271.5
588813.8125   6137242
588831.4370   6137217.5
588845.5      6137271.5
