1396439889.165,98
1396439889.175,99
1396439889.185,100
1396439889.195,100
1396439889.205,99
1396439889.215,100
1396439889.225,101
1396439889.235,103
1396439889.246,97
1396439889.255,105
1396439889.268,95
1396439889.275,126
1396439889.285,74
1396439889.295,101
1396439889.305,99
1396439889.315,100
1396439889.325,100
1396439889.335,100
1396439889.345,100
1396439889.355,103
1396439889.365,96
1396439889.375,101
1396439889.385,100
1396439889.395,100
1396439889.405,100
1396439889.415,100
1396439889.425,100
1396439889.435,101
1396439889.445,99
1396439889.455,100
1396439889.465,100
1396439889.475,102
1396439889.485,97
1396439889.495,101
1396439889.507,100
1396439889.515,115
1396439889.525,85
1396439889.535,100
1396439889.547,101
1396439889.555,116
1396439889.565,82
1396439889.575,100
1396439889.585,101
1396439889.595,101
1396439889.605,98
1396439889.615,100
1396439889.625,101
1396439889.635,100
1396439889.645,101
1396439889.655,99
1396439889.666,100
1396439889.675,105
1396439889.685,95
1396439889.695,100
1396439889.705,100
1396439889.715,100
1396439889.725,100
1396439889.735,100
1396439889.745,100
1396439889.755,100
1396439889.765,102
1396439889.775,99
1396439889.785,99
1396439889.795,100
1396439889.805,100
1396439889.815,101
1396439889.825,100
1396439889.835,102
1396439889.845,98
1396439889.855,99
1396439889.865,100
1396439889.875,101
1396439889.885,100
1396439889.895,99
1396439889.905,101
1396439889.915,104
1396439889.925,96
1396439889.935,100
1396439889.945,100
1396439889.955,101
1396439889.965,99
1396439889.975,101
1396439889.985,98
1396439889.995,101
1396439890.005,100
1396439890.015,101
1396439890.025,99
1396439890.035,101
1396439890.045,99
1396439890.055,100
1396439890.066,100
1396439890.075,106
1396439890.085,93
1396439890.095,100
1396439890.105,100
1396439890.115,101
1396439890.125,100
1396439890.135,100
1396439890.145,100
1396439890.155,103
1396439890.165,97
1396439890.175,100
1396439890.185,100
1396439890.195,100
1396439890.205,99
1396439890.215,103
1396439890.225,98
1396439890.235,100
1396439890.245,100
1396439890.255,100
1396439890.265,100
1396439890.275,100
1396439890.285,100
1396439890.295,100
1396439890.305,100
1396439890.315,100
1396439890.325,100
1396439890.335,100
1396439890.345,100
1396439890.355,100
1396439890.365,100
1396439890.375,100
1396439890.385,100
1396439890.395,101
1396439890.405,99
1396439890.415,100
1396439890.425,100
1396439890.435,100
1396439890.446,100
1396439890.455,110
1396439890.465,90
1396439890.475,101
1396439890.485,99
1396439890.495,100
1396439890.505,100
1396439890.515,102
1396439890.525,98
1396439890.535,100
1396439890.545,100
1396439890.555,100
1396439890.565,100
1396439890.575,100
1396439890.585,100
1396439890.595,100
1396439890.605,100
1396439890.615,100
1396439890.625,100
1396439890.635,100
1396439890.645,100
1396439890.655,100
1396439890.665,100
1396439890.675,100
1396439890.685,101
1396439890.695,100
1396439890.706,99
1396439890.715,110
1396439890.725,91
1396439890.735,100
1396439890.745,99
1396439890.756,100
1396439890.765,112
1396439890.775,88
1396439890.785,100
1396439890.795,101
1396439890.805,100
1396439890.815,100
1396439890.825,99
1396439890.835,101
1396439890.845,100
1396439890.855,99
1396439890.865,101
1396439890.875,99
1396439890.885,101
1396439890.895,100
1396439890.906,100
1396439890.915,107
1396439890.925,93
1396439890.935,100
1396439890.946,100
1396439890.955,106
1396439890.965,94
1396439890.975,100
1396439890.985,100
1396439890.995,100
1396439891.005,100
1396439891.015,100
1396439891.025,100
1396439891.035,99
1396439891.045,100
1396439891.055,102
1396439891.065,99
1396439891.075,100
1396439891.085,100
1396439891.095,100
1396439891.105,100
1396439891.115,100
1396439891.125,100
1396439891.135,100
1396439891.145,100
1396439891.155,102
1396439891.165,98
1396439891.175,100
1396439891.185,100
1396439891.195,100
1396439891.205,100
1396439891.215,100
1396439891.225,100
1396439891.235,101
1396439891.245,99
1396439891.255,100
1396439891.265,101
1396439891.275,101
1396439891.285,99
1396439891.295,99
1396439891.305,100
1396439891.315,101
1396439891.326,99
1396439891.335,110
1396439891.345,90
1396439891.355,101
1396439891.365,99
1396439891.375,100
