1396439889.166,0.423
1396439889.366,0.559
1396439889.566,0.440
1396439889.766,0.385
1396439889.966,0.533
1396439890.166,0.500
1396439890.366,0.462
1396439890.566,0.483
1396439890.766,0.481
1396439890.966,0.481
1396439891.166,0.483
1396439891.366,0.552
1396439891.566,0.448
1396439891.766,0.385
1396439891.966,0.533
1396439892.166,0.545
1396439892.366,0.548
1396439892.566,0.481
1396439892.766,0.464
1396439892.966,0.500
1396439893.166,0.500
1396439893.366,0.452
1396439893.566,0.444
1396439893.766,0.464
1396439893.966,0.407
1396439894.166,0.464
1396439894.366,0.536
1396439894.566,0.516
1396439894.766,0.548
1396439894.966,0.548
1396439895.166,0.444
1396439895.366,0.444
1396439895.566,0.562
1396439895.766,0.576
1396439895.966,0.533
1396439896.166,0.588
1396439896.366,0.517
1396439896.566,0.533
1396439896.766,0.581
1396439896.966,0.531
1396439897.166,0.588
1396439897.366,0.562
1396439897.566,0.727
1396439897.766,1.000
1396439897.966,0.618
1396439898.166,0.576
1396439898.366,0.533
1396439898.566,0.611
1396439898.766,0.632
1396439898.966,0.647
1396439899.166,0.429
1396439899.366,0.484
1396439899.566,0.562
1396439899.766,0.595
1396439899.966,0.500
1396439900.166,0.500
1396439900.366,0.500
1396439900.566,0.517
1396439900.766,0.429
1396439900.966,0.545
1396439901.166,0.429
1396439901.366,0.531
1396439901.566,0.440
1396439901.766,0.529
1396439901.966,0.533
1396439902.166,0.533
1396439902.366,0.517
1396439902.566,0.444
1396439902.766,0.500
1396439902.966,0.484
1396439903.166,0.562
1396439903.366,0.516
1396439903.566,0.500
1396439903.766,0.484
1396439903.966,0.448
1396439904.166,0.500
1396439904.366,0.562
1396439904.566,0.500
1396439904.766,0.548
1396439904.966,0.531
1396439905.166,0.448
1396439905.366,0.500
1396439905.566,0.545
1396439905.766,0.531
1396439905.966,0.448
1396439906.166,0.548
1396439906.366,0.484
1396439906.566,0.500
1396439906.766,0.500
1396439906.966,0.500
1396439907.166,0.531
1396439907.366,0.500
1396439907.566,0.483
1396439907.766,0.515
1396439907.966,0.500
1396439908.166,0.429
1396439908.366,0.440
1396439908.566,0.500
1396439908.766,0.622
1396439908.966,0.545
1396439909.166,0.588
1396439909.366,0.444
1396439909.566,0.543
1396439909.766,0.611
1396439909.966,0.571
1396439910.166,0.500
1396439910.366,0.531
1396439910.566,0.571
1396439910.766,0.543
1396439910.966,0.529
1396439911.166,0.531
1396439911.366,0.533
1396439911.566,0.571
1396439911.766,0.500
1396439911.966,0.515
1396439912.166,0.562
1396439912.366,0.467
1396439912.566,0.469
1396439912.766,0.588
1396439912.966,0.452
1396439913.166,0.545
1396439913.366,0.467
1396439913.566,0.448
1396439913.766,0.545
1396439913.966,0.483
1396439914.166,0.467
1396439914.366,0.448
1396439914.566,0.483
1396439914.766,0.562
1396439914.966,0.407
1396439915.166,0.484
1396439915.366,0.500
1396439915.566,0.531
1396439915.766,0.548
1396439915.966,0.467
1396439916.166,0.467
1396439916.366,0.543
1396439916.566,0.548
1396439916.766,0.531
1396439916.966,0.438
1396439917.166,0.483
1396439917.366,0.576
1396439917.566,0.515
1396439917.766,0.483
1396439917.966,0.583
1396439918.166,0.517
1396439918.366,0.515
1396439918.566,0.622
1396439918.766,0.517
1396439918.966,0.562
1396439919.166,0.484
1396439919.366,0.571
1396439919.566,0.559
1396439919.766,0.571
1396439919.966,0.516
1396439920.166,0.467
1396439920.366,0.533
1396439920.566,0.600
1396439920.766,0.529
1396439920.966,0.483
1396439921.166,0.481
1396439921.366,0.516
1396439921.566,0.559
1396439921.766,0.517
1396439921.966,0.407
1396439922.166,0.483
1396439922.366,0.536
1396439922.566,0.484
1396439922.767,0.462
1396439922.966,0.481
1396439923.166,0.444
1396439923.366,0.448
1396439923.566,0.500
1396439923.766,0.464
1396439923.966,0.333
1396439924.166,0.531
1396439924.366,0.483
1396439924.566,0.500
1396439924.766,0.483
1396439924.966,0.423
1396439925.166,0.429
1396439925.366,0.536
1396439925.566,0.517
1396439925.766,0.500
