1363524452.352,-0.002169000,0.494562000
1363524452.372,0.000349000,0.494572014
1363524452.392,-0.000219000,0.494572014
1363524452.412,-0.000115000,0.494560987
1363524452.432,0.002451000,0.494565010
1363524452.452,0.000647000,0.494574994
1363524452.472,-0.000671000,0.494574994
1363524452.492,0.001218000,0.494576007
1363524452.512,-0.003536000,0.494563997
1363524452.533,0.003408000,0.494576991
1363524452.552,0.000166000,0.494587004
1363524452.573,-0.000820000,0.494576007
1363524452.593,-0.001658000,0.494560987
1363524452.613,-0.000705000,0.494554013
1363524452.633,0.000544000,0.494545996
1363524452.653,-0.002513000,0.494529992
1363524452.673,0.000431000,0.494527996
1363524452.693,-0.001275000,0.494524986
1363524452.713,-0.001733000,0.494515985
1363524452.733,0.001285000,0.494520009
1363524452.753,-0.000365000,0.494531006
1363524452.773,-0.001402000,0.494513988
1363524452.793,0.000286000,0.494498998
1363524452.813,-0.001636000,0.494479001
1363524452.833,0.001900000,0.494484991
1363524452.853,-0.000954000,0.494486988
1363524452.873,0.000462000,0.494477987
1363524452.893,-0.001488000,0.494480997
1363524452.913,-0.000654000,0.494475007
1363524452.933,-0.001865000,0.494462997
1363524452.953,0.004881000,0.494473994
1363524452.973,0.002470000,0.494480014
1363524452.993,0.001231000,0.494489998
1363524453.013,-0.001573000,0.494489014
1363524453.033,0.001414000,0.494493991
1363524453.053,-0.001125000,0.494498014
1363524453.073,0.003115000,0.494504005
1363524453.093,0.004848000,0.494524002
1363524453.113,0.000907000,0.494536012
1363524453.133,0.002255000,0.494545013
1363524453.153,0.000903000,0.494558990
1363524453.173,0.000764000,0.494554996
1363524453.193,-0.000292000,0.494536996
1363524453.213,-0.003148000,0.494511992
1363524453.234,-0.002037000,0.494498014
1363524453.253,-0.002109000,0.494479001
1363524453.273,0.000339000,0.494480014
1363524453.293,0.000909000,0.494491011
1363524453.313,0.001574000,0.494491994
1363524453.333,0.001660000,0.494500995
1363524453.353,0.001496000,0.494511992
1363524453.373,-0.001578000,0.494511992
1363524453.393,-0.000082000,0.494495988
1363524453.413,-0.002416000,0.494461000
1363524453.433,0.000762000,0.494464010
1363524453.453,0.000207000,0.494468987
1363524453.473,0.001206000,0.494480997
1363524453.493,0.001428000,0.494491011
1363524453.513,0.002111000,0.494493008
1363524453.533,0.000525000,0.494484991
1363524453.553,0.001126000,0.494477987
1363524453.573,0.001365000,0.494480997
1363524453.593,-0.000769000,0.494468987
1363524453.613,-0.001830000,0.494441003
1363524453.633,0.001350000,0.494444996
1363524453.653,0.000713000,0.494453996
1363524453.673,-0.001071000,0.494461000
1363524453.693,0.000825000,0.494480997
1363524453.713,0.002776000,0.494493991
1363524453.733,-0.002205000,0.494484991
1363524453.753,-0.001141000,0.494470000
1363524453.773,-0.001234000,0.494453013
1363524453.794,-0.002434000,0.494430989
1363524453.813,-0.000173000,0.494415998
1363524453.833,-0.001366000,0.494403988
1363524453.853,-0.000778000,0.494401991
1363524453.873,0.001785000,0.494412005
1363524453.893,0.003647000,0.494437993
1363524453.913,-0.000306000,0.494450003
1363524453.933,-0.000191000,0.494437993
1363524453.953,-0.001898000,0.494426012
1363524453.973,-0.000689000,0.494414985
1363524453.993,-0.000841000,0.494390994
1363524454.013,0.000267000,0.494406015
1363524454.033,0.001182000,0.494424999
1363524454.053,0.003443000,0.494441986
1363524454.073,-0.001251000,0.494426012
1363524454.093,0.000183000,0.494423985
1363524454.113,0.002282000,0.494430006
1363524454.133,-0.000341000,0.494428009
1363524454.153,-0.000851000,0.494410008
1363524454.173,0.000712000,0.494401991
1363524454.193,0.000315000,0.494387001
1363524454.213,0.000561000,0.494379014
1363524454.233,-0.000606000,0.494370013
1363524454.253,-0.002073000,0.494363993
1363524454.273,0.002144000,0.494360000
1363524454.293,0.001852000,0.494356990
1363524454.313,0.001309000,0.494361997
1363524454.333,-0.000733000,0.494352996
1363524454.353,-0.001106000,0.494336009
1363524454.373,-0.000942000,0.494309008
1363524454.393,-0.001192000,0.494296998
1363524454.413,-0.001546000,0.494269013
1363524454.433,0.000252000,0.494264007
1363524454.453,-0.000717000,0.494264990
1363524454.473,-0.001596000,0.494248986
1363524454.493,-0.000959000,0.494246989
1363524454.513,-0.001260000,0.494246989
1363524454.533,-0.001785000,0.494219989
1363524454.553,-0.000947000,0.494199008
