1365778029.424,-1.428,-0.813,1.034680
1365778029.443,-1.428,-0.813,1.034680
1365778029.463,-1.428,-0.813,1.034648
1365778029.484,-2.267,-2.225,1.034602
1365778029.504,-2.267,-2.225,1.034615
1365778029.523,-2.267,-2.225,1.034618
1365778029.544,-3.107,-3.637,1.034597
1365778029.564,-3.107,-3.637,1.034603
1365778029.584,-3.107,-3.637,1.034562
1365778029.603,-3.946,-5.050,1.034562
1365778029.624,-3.946,-5.050,1.034587
1365778029.644,-3.946,-5.050,1.034600
1365778029.663,-4.785,-6.462,1.034622
1365778029.683,-4.785,-6.462,1.034619
1365778029.704,-4.785,-6.462,1.034629
1365778029.724,-5.625,-7.875,1.034639
1365778029.744,-5.625,-7.875,1.034697
1365778029.763,-5.625,-7.875,1.034697
1365778029.784,-6.464,-9.287,1.034722
1365778029.804,-6.464,-9.287,1.034741
1365778029.823,-6.464,-9.287,1.034772
1365778029.843,-7.303,-10.700,1.034761
1365778029.864,-7.303,-10.700,1.034723
1365778029.884,-7.303,-10.700,1.034668
1365778029.904,-8.142,-12.112,1.034593
1365778029.923,-8.142,-12.112,1.034593
1365778029.943,-8.142,-12.112,1.034594
1365778029.964,-8.982,-13.524,1.034617
1365778029.984,-8.982,-13.524,1.034618
1365778030.003,-8.982,-13.524,1.034639
1365778030.023,-9.821,-14.937,1.034665
1365778030.043,-9.821,-14.937,1.034664
1365778030.064,-9.821,-14.937,1.034628
1365778030.084,-10.660,-16.349,1.034555
1365778030.103,-10.660,-16.349,1.034555
1365778030.123,-10.660,-16.349,1.034566
1365778030.144,-11.500,-17.762,1.034594
1365778030.164,-11.500,-17.762,1.034622
1365778030.183,-11.500,-17.762,1.034622
1365778030.203,-12.339,-19.174,1.034607
1365778030.224,-12.339,-19.174,1.034591
1365778030.244,-12.339,-19.174,1.034598
1365778030.263,-13.178,-20.586,1.034573
1365778030.283,-13.178,-20.586,1.034508
1365778030.304,-13.178,-20.586,1.034518
1365778030.324,-14.018,-21.999,1.034538
1365778030.343,-14.018,-21.999,1.034554
1365778030.363,-14.018,-21.999,1.034601
1365778030.384,-14.857,-23.411,1.034631
1365778030.404,-14.857,-23.411,1.034574
1365778030.424,-14.857,-23.411,1.034538
1365778030.443,-15.696,-24.823,1.034538
1365778030.464,-15.696,-24.823,1.034488
1365778030.484,-15.696,-24.823,1.034426
1365778030.504,-16.536,-26.236,1.034423
1365778030.523,-16.536,-26.236,1.034423
1365778030.544,-16.536,-26.236,1.034446
1365778030.564,-17.375,-27.648,1.034530
1365778030.583,-17.375,-27.648,1.034530
1365778030.603,-17.375,-27.648,1.034504
1365778030.623,-18.215,-29.060,1.034476
1365778030.644,-18.215,-29.060,1.034452
1365778030.664,-18.215,-29.060,1.034430
1365778030.683,-19.055,-30.472,1.034430
1365778030.703,-19.055,-30.472,1.034475
1365778030.724,-19.055,-30.472,1.034515
1365778030.744,-19.894,-31.885,1.034474
1365778030.764,-19.894,-31.885,1.034487
1365778030.783,-19.894,-31.885,1.034487
1365778030.804,-20.734,-33.297,1.034482
1365778030.824,-20.734,-33.297,1.034422
1365778030.843,-20.734,-33.297,1.034422
1365778030.863,-21.573,-34.709,1.034387
1365778030.884,-21.573,-34.709,1.034368
1365778030.904,-21.573,-34.709,1.034333
1365778030.924,-22.413,-36.121,1.034327
1365778030.943,-22.413,-36.121,1.034327
1365778030.964,-22.413,-36.121,1.034319
1365778030.984,-23.253,-37.534,1.034332
1365778031.004,-23.253,-37.534,1.034272
1365778031.023,-23.253,-37.534,1.034272
1365778031.044,-24.092,-38.946,1.034212
1365778031.064,-24.092,-38.946,1.034123
1365778031.084,-24.092,-38.946,1.034113
1365778031.103,-24.933,-40.358,1.034113
1365778031.123,-24.933,-40.358,1.034115
1365778031.144,-24.933,-40.358,1.034072
1365778031.164,-25.773,-41.770,1.034073
1365778031.183,-25.773,-41.770,1.034073
1365778031.203,-25.773,-41.770,1.034014
1365778031.224,-26.613,-43.181,1.033944
1365778031.244,-26.613,-43.181,1.033947
1365778031.263,-26.613,-43.181,1.033947
1365778031.283,-27.453,-44.593,1.033930
1365778031.304,-27.453,-44.593,1.033900
1365778031.324,-27.453,-44.593,1.033853
1365778031.343,-28.293,-46.005,1.033853
1365778031.363,-28.293,-46.005,1.033879
1365778031.384,-28.293,-46.005,1.033891
1365778031.404,-29.134,-47.417,1.033838
1365778031.423,-29.134,-47.417,1.033838
1365778031.443,-29.134,-47.417,1.033821
1365778031.464,-29.974,-48.829,1.033806
1365778031.484,-29.974,-48.829,1.033808
1365778031.503,-29.974,-48.829,1.033808
1365778031.523,-30.815,-50.240,1.033807
1365778031.544,-30.815,-50.240,1.033859
1365778031.564,-30.815,-50.240,1.033852
1365778031.583,-31.655,-51.652,1.033852
1365778031.603,-31.655,-51.652,1.033816
1365778031.624,-31.655,-51.652,1.033789
1365778031.644,-32.496,-53.064,1.033694
1365778031.663,-32.496,-53.064,1.033694
1365778031.683,-32.496,-53.064,1.033670
1365778031.703,-33.336,-54.475,1.033638
1365778031.724,-33.336,-54.475,1.033621
1365778031.744,-33.336,-54.475,1.033609
1365778031.763,-34.177,-55.887,1.033609
1365778031.783,-34.177,-55.887,1.033558
1365778031.804,-34.177,-55.887,1.033517
1365778031.824,-35.018,-57.298,1.033490
1365778031.843,-35.018,-57.298,1.033490
1365778031.863,-35.018,-57.298,1.033488
1365778031.884,-35.859,-58.710,1.033439
1365778031.904,-35.859,-58.710,1.033465
1365778031.923,-35.859,-58.710,1.033465
1365778031.944,-36.700,-60.121,1.033468
1365778031.964,-36.700,-60.121,1.033474
1365778031.984,-36.700,-60.121,1.033452
1365778032.003,-37.541,-61.533,1.033452
1365778032.024,-37.541,-61.533,1.033435
1365778032.044,-37.541,-61.533,1.033408
1365778032.063,-38.382,-62.944,1.033408
1365778032.083,-38.382,-62.944,1.033426
1365778032.103,-38.382,-62.944,1.033418
1365778032.124,-39.223,-64.355,1.033360
1365778032.144,-39.223,-64.355,1.033330
1365778032.163,-39.223,-64.355,1.033330
1365778032.184,-40.064,-65.767,1.033273
1365778032.204,-40.064,-65.767,1.033285
1365778032.223,-40.064,-65.767,1.033285
1365778032.243,-40.905,-67.178,1.033271
1365778032.263,-40.905,-67.178,1.033313
1365778032.284,-40.905,-67.178,1.033330
1365778032.304,-41.746,-68.589,1.033309
1365778032.323,-41.746,-68.589,1.033309
1365778032.344,-41.746,-68.589,1.033342
1365778032.364,-42.588,-70.001,1.033350
1365778032.383,-42.588,-70.001,1.033350
1365778032.403,-42.588,-70.001,1.033351
1365778032.424,-43.429,-71.412,1.033301
1365778032.444,-43.429,-71.412,1.033357
1365778032.464,-43.429,-71.412,1.033364
