651203.9755	6133648.3193	0
651201.8060	6133644.2141	0
651199.6822	6133642.0417	0
651196.8082	6133641.1093	0
651076.1356	6133683.7956	0
651074.1350	6133685.3386	0
651073.3213	6133686.8794	0
651073.3353	6133688.9628	0
651074.6314	6133690.5926	0
651076.2312	6133691.2797	0
651078.7558	6133691.2220	0
651199.4284	6133648.5356	0
651201.3417	6133646.7451	0
651202.0244	6133644.8329	0
651201.7920	6133642.1307	0
651200.2776	6133639.8821	0
651198.5468	6133638.8236	0
651195.9348	6133638.6338	0
651075.2622	6133681.3202	0
651073.2617	6133682.8632	0
651072.4480	6133684.4040	0
651072.4619	6133686.4874	0
651073.7580	6133688.1172	0
651075.3578	6133688.8043	0
651077.8824	6133688.7465	0
651198.5550	6133646.0602	0
651200.4683	6133644.2696	0
651201.1510	6133642.3575	0
651200.9186	6133639.6553	0
651199.4042	6133637.4066	0
651197.6734	6133636.3482	0
651195.0614	6133636.1584	0
651074.3889	6133678.8447	0
651072.3883	6133680.3877	0
651071.5746	6133681.9286	0
651071.5885	6133684.0119	0
651072.8846	6133685.6417	0
651074.4844	6133686.3288	0
651077.0090	6133686.2711	0
651195.7961	6133644.2517	0
