651226.2933	6133711.3316	0
651224.1132	6133707.2301	0
651221.9831	6133705.0600	0
651219.1049	6133704.1290	0
651087.1192	6133750.8172	0
651084.7433	6133752.4930	0
651083.3667	6133754.2329	0
651082.4424	6133756.6482	0
651082.8003	6133758.6099	0
651083.8371	6133759.4961	0
651085.9865	6133759.5711	0
651221.7431	6133711.5490	0
651223.6540	6133709.7593	0
651224.3331	6133707.8484	0
651224.0947	6133705.1483	0
651222.5742	6133702.9018	0
651220.8398	6133701.8447	0
651218.2255	6133701.6557	0
651086.2398	6133748.3439	0
651084.2410	6133749.8863	0
651083.4300	6133751.4261	0
651083.4485	6133753.5079	0
651084.7492	6133755.1361	0
651086.3516	6133755.8222	0
651088.8781	6133755.7638	0
651220.8637	6133709.0756	0
651222.7746	6133707.2859	0
651223.4536	6133705.3751	0
651223.2153	6133702.6750	0
651221.6948	6133700.4285	0
651219.9604	6133699.3714	0
651217.3460	6133699.1824	0
651089.1314	6133744.5366	0
651086.7555	6133746.2124	0
651085.3789	6133747.9523	0
651084.4546	6133750.3676	0
651084.8125	6133752.3293	0
651085.8493	6133753.2155	0
651087.9986	6133753.2905	0
651219.9843	6133706.6023	0
651221.6313	6133704.0706	0
651221.9147	6133701.0468	0
651221.0167	6133696.4917	0
