1	651224.4126	6133726.5155	651224.9129	6133727.9296	651090.0990	6133775.6183	651089.5987	6133774.2041
2	651223.5332	6133724.0422	651224.0335	6133725.4563	651089.2195	6133773.1449	651088.7193	6133771.7308
3	651222.6538	6133721.5688	651223.1540	6133722.9830	651088.3401	6133770.6716	651087.8399	6133769.2575
4	651221.7744	6133719.0955	651222.2746	6133720.5097	651091.2317	6133766.8644	651090.7315	6133765.4502
5	651220.8950	6133716.6222	651221.3952	6133718.0364	651090.3523	6133764.3911	651089.8521	6133762.9769
6	651220.0155	6133714.1489	651220.5158	6133715.5630	651089.4729	6133761.9178	651088.9726	6133760.5036
7	651219.1361	6133711.6756	651219.6364	6133713.0897	651088.5935	6133759.4444	651088.0932	6133758.0303
8	651218.2567	6133709.2023	651218.7569	6133710.6164	651091.4851	6133755.6372	651090.9848	6133754.2231
9	651217.3773	6133706.7290	651217.8775	6133708.1431	651090.6056	6133753.1639	651090.1054	6133751.7497
10	651216.4979	6133704.2557	651216.9981	6133705.6698	651089.7262	6133750.6906	651089.2260	6133749.2764
11	651215.6185	6133701.7824	651216.1187	6133703.1965	651088.8468	6133748.2173	651088.3466	6133746.8031
12	651214.7390	6133699.3091	651215.2393	6133700.7232	651091.7384	6133744.4100	651091.2382	6133742.9959
13	651213.8596	6133696.8357	651214.3599	6133698.2499	651090.8590	6133741.9367	651090.3588	6133740.5225
14	651212.9802	6133694.3624	651213.4804	6133695.7766	651089.9796	6133739.4634	651089.4793	6133738.0492
15	651212.1008	6133691.8891	651212.6010	6133693.3032	651089.1002	6133736.9901	651088.5999	6133735.5759
16	651211.2214	6133689.4158	651211.7216	6133690.8299	651091.9918	6133733.1828	651091.4915	6133731.7687
17	651210.3420	6133686.9425	651210.8422	6133688.3566	651091.1123	6133730.7095	651090.6121	6133729.2954
18	651209.4625	6133684.4692	651209.9628	6133685.8833	651090.2329	6133728.2362	651089.7327	6133726.8220
19	651207.3021	6133678.3676	651207.8024	6133679.7817	651088.0725	6133722.1346	651087.5723	6133720.7204
20	651206.4287	6133675.8921	651206.9290	6133677.3063	651087.1991	6133719.6591	651086.6989	6133718.2450
21	651205.5553	6133673.4167	651206.0556	6133674.8308	651086.3257	6133717.1837	651085.8255	6133715.7695
22	651204.6819	6133670.9412	651205.1822	6133672.3554	651085.4523	6133714.7082	651084.9521	6133713.2941
23	651203.8086	6133668.4658	651204.3088	6133669.8799	651084.5789	6133712.2328	651084.0787	6133710.8187
24	651202.9352	6133665.9904	651203.4354	6133667.4045	651083.7055	6133709.7574	651083.2053	6133708.3432
25	651202.0618	6133663.5149	651202.5620	6133664.9290	651082.8322	6133707.2819	651082.3319	6133705.8678
26	651201.1884	6133661.0395	651201.6886	6133662.4536	651085.7298	6133703.4725	651085.2295	6133702.0584
27	651200.3150	6133658.5640	651200.8152	6133659.9782	651084.8564	6133700.9971	651084.3562	6133699.5829
28	651199.4416	6133656.0886	651199.9418	6133657.5027	651083.9830	6133698.5216	651083.4828	6133697.1075
29	651198.5682	6133653.6131	651199.0684	6133655.0273	651083.1096	6133696.0462	651082.6094	6133694.6321
30	651197.6948	6133651.1377	651198.1950	6133652.5518	651082.2362	6133693.5707	651081.7360	6133692.1566
31	651196.8214	6133648.6623	651197.3216	6133650.0764	651081.3628	6133691.0953	651080.8626	6133689.6812
32	651195.9480	6133646.1868	651196.4482	6133647.6010	651080.4894	6133688.6199	651079.9892	6133687.2057
33	651195.0746	6133643.7114	651195.5749	6133645.1255	651079.6160	6133686.1444	651079.1158	6133684.7303
34	651194.2012	6133641.2359	651194.7015	6133642.6501	651078.7426	6133683.6690	651078.2424	6133682.2548
35	651193.3278	6133638.7605	651193.8281	6133640.1746	651077.8692	6133681.1935	651077.3690	6133679.7794
36	651192.4544	6133636.2851	651192.9547	6133637.6992	651076.9959	6133678.7181	651076.4956	6133677.3040
