651209.2159	6133663.1720	0
651207.0464	6133659.0667	0
651204.9226	6133656.8944	0
651202.0486	6133655.9619	0
651081.3760	6133698.6483	0
651078.9983	6133700.3247	0
651077.6189	6133702.0656	0
651076.6902	6133704.4824	0
651077.0435	6133706.4457	0
651078.0776	6133707.3329	0
651080.2252	6133707.4086	0
651204.6688	6133663.3883	0
651206.5820	6133661.5977	0
651207.2647	6133659.6856	0
651207.0324	6133656.9834	0
651205.5179	6133654.7347	0
651203.7872	6133653.6763	0
651201.1752	6133653.4865	0
651080.5026	6133696.1728	0
651078.5020	6133697.7158	0
651077.6883	6133699.2567	0
651077.7023	6133701.3400	0
651078.9984	6133702.9698	0
651080.5981	6133703.6569	0
651083.1228	6133703.5992	0
651203.7954	6133660.9128	0
651205.7086	6133659.1223	0
651206.3913	6133657.2101	0
651206.1590	6133654.5079	0
651204.6445	6133652.2593	0
651202.9138	6133651.2009	0
651200.3018	6133651.0111	0
651079.6292	6133693.6974	0
651077.6286	6133695.2404	0
651076.8149	6133696.7812	0
651076.8289	6133698.8646	0
651078.1250	6133700.4944	0
651079.7248	6133701.1815	0
651082.2494	6133701.1237	0
651202.9220	6133658.4374	0
651204.5732	6133655.9042	0
651204.8629	6133652.8781	0
651203.9755	6133648.3193	0
