651222.4959	6133719.6359	0
651088.6247	6133766.9910	0
651086.2488	6133768.6668	0
651084.8722	6133770.4067	0
651083.9479	6133772.8220	0
651084.3058	6133774.7837	0
651085.3426	6133775.6699	0
651087.4919	6133775.7449	0
651227.0196	6133726.3888	0
651228.9305	6133724.5991	0
651229.6096	6133722.6883	0
651229.3712	6133719.9882	0
651227.8507	6133717.7417	0
651226.1163	6133716.6845	0
651223.5020	6133716.4956	0
651087.7453	6133764.5177	0
651085.3694	6133766.1935	0
651083.9928	6133767.9334	0
651083.0685	6133770.3487	0
651083.4264	6133772.3104	0
651084.4632	6133773.1966	0
651086.6125	6133773.2716	0
651226.1402	6133723.9155	0
651228.0511	6133722.1258	0
651228.7301	6133720.2150	0
651228.4918	6133717.5149	0
651226.9713	6133715.2683	0
651225.2369	6133714.2112	0
651222.6226	6133714.0223	0
651086.8659	6133762.0444	0
651084.4900	6133763.7202	0
651083.1134	6133765.4601	0
651082.1891	6133767.8754	0
651082.5470	6133769.8370	0
651083.5838	6133770.7233	0
651085.7331	6133770.7983	0
651225.2608	6133721.4422	0
651226.9078	6133718.9105	0
651227.1912	6133715.8867	0
651226.2933	6133711.3316	0
