651205.4034	6133671.4816	0
651082.8453	6133714.8349	0
651080.8447	6133716.3779	0
651080.0310	6133717.9187	0
651080.0450	6133720.0021	0
651081.3411	6133721.6319	0
651082.9409	6133722.3190	0
651085.4655	6133722.2612	0
651209.9091	6133678.2409	0
651211.8224	6133676.4504	0
651212.5051	6133674.5382	0
651212.2727	6133671.8360	0
651210.7583	6133669.5874	0
651209.0275	6133668.5290	0
651206.4156	6133668.3391	0
651081.9719	6133712.3594	0
651079.9713	6133713.9024	0
651079.1576	6133715.4433	0
651079.1716	6133717.5266	0
651080.4677	6133719.1564	0
651082.0675	6133719.8435	0
651084.5921	6133719.7858	0
651209.0357	6133675.7655	0
651210.9490	6133673.9749	0
651211.6317	6133672.0628	0
651211.3994	6133669.3606	0
651209.8849	6133667.1119	0
651208.1541	6133666.0535	0
651205.5422	6133665.8637	0
651081.0985	6133709.8840	0
651079.0980	6133711.4270	0
651078.2843	6133712.9678	0
651078.2982	6133715.0512	0
651079.5943	6133716.6810	0
651081.1941	6133717.3681	0
651083.7187	6133717.3103	0
651208.1623	6133673.2900	0
651209.8136	6133670.7569	0
651210.1032	6133667.7308	0
651209.2159	6133663.1720	0
