588785.5255269508 6137311.145249808 -1
588785.5255269508 6137310.945249805 -1
588785.5255269508 6137310.745249802 -1
588785.5255269508 6137310.545249799 -1
588785.5255269508 6137310.345249796 -1
588785.5255269508 6137310.145249793 -1
588785.5255269508 6137309.94524979 -1
588785.5255269508 6137309.745249787 -1
588785.5255269508 6137309.545249784 -1
588785.5255269508 6137309.345249781 -1
588785.5255269508 6137309.145249778 -1
588785.5255269508 6137308.945249775 -1
588785.5255269508 6137308.745249772 -1
588785.5255269508 6137308.545249769 -1
588785.5255269508 6137308.3452497665 -1
588785.5255269508 6137308.1452497635 -1
588785.5255269508 6137307.9452497605 -1
588785.5255269508 6137307.745249758 -1
588785.5255269508 6137307.545249755 -1
588785.5255269508 6137307.345249752 -1
588785.5255269508 6137307.145249749 -1
588785.5255269508 6137306.945249746 -1
588785.5255269508 6137306.745249743 -1
588785.5255269508 6137306.54524974 -1
588785.5255269508 6137306.345249737 -1
588785.5255269508 6137306.145249734 -1
588785.5255269508 6137305.945249731 -1
588785.5255269508 6137305.745249728 -1
588785.5255269508 6137305.545249725 -1
588785.5255269508 6137305.345249722 -1
588785.5255269508 6137305.145249719 -1
588785.5255269508 6137304.945249716 -1
588785.5255269508 6137304.745249713 -1
588785.5255269508 6137304.54524971 -1
588785.5255269508 6137304.345249707 -1
588785.5255269508 6137304.145249704 -1
588785.5255269508 6137303.945249701 -1
588785.5255269508 6137303.745249698 -1
588785.5255269508 6137303.545249695 -1
588785.5255269508 6137303.345249692 -1
588785.5255269508 6137303.145249689 -1
588785.5255269508 6137302.945249686 -1
588785.5255269508 6137302.745249683 -1
588785.5255269508 6137302.54524968 -1
588785.5255269508 6137302.345249677 -1
588785.5255269508 6137302.145249674 -1
588785.5255269508 6137301.945249671 -1
588785.5255269508 6137301.745249668 -1
588785.5255269508 6137301.545249665 -1
588785.5255269508 6137301.345249662 -1
588785.5255269508 6137301.145249659 -1
588785.5255269508 6137300.945249656 -1
588785.5255269508 6137300.745249653 -1
588785.5255269508 6137300.54524965 -1
588785.5255269508 6137300.345249647 -1
588785.5255269508 6137300.145249644 -1
588785.5255269508 6137299.945249641 -1
588785.5255269508 6137299.745249638 -1
588785.5255269508 6137299.545249635 -1
588785.5255269508 6137299.345249632 -1
588785.5255269508 6137299.145249629 -1
588785.5255269508 6137298.945249626 -1
588785.5255269508 6137298.745249623 -1
588785.5255269508 6137298.54524962 -1
588785.5255269508 6137298.3452496175 -1
588785.5255269508 6137298.1452496145 -1
588785.5255269508 6137297.9452496115 -1
588785.5255269508 6137297.7452496085 -1
588785.5255269508 6137297.545249606 -1
588785.5255269508 6137297.345249603 -1
588785.5255269508 6137297.1452496 -1
588785.5255269508 6137296.945249597 -1
588785.5255269508 6137296.745249594 -1
588785.5255269508 6137296.545249591 -1
588785.5255269508 6137296.345249588 -1
588785.5255269508 6137296.145249585 -1
588785.5255269508 6137295.945249582 -1
588785.5255269508 6137295.745249579 -1
588785.5255269508 6137295.545249576 -1
588785.5255269508 6137295.345249573 -1
